Well ID,Top,Base,
49035234070000,11447,11448,1
49035234070000,11454,11455,1
49035234070000,11500,11501,1
49035234070000,10656,10657,1
49035234070000,10669,10670,1
49035234070000,10678,10679,1
49035234070000,10690,10691,1
49035234070000,10696,10697,1
49035234070000,10724,10725,1
49035234070000,10733,10734,1
49035234070000,10756,10757,1
49035234070000,10834,10835,1
49035234070000,10837,10838,1
49035234070000,10895,10896,1
49035234070000,10897,10898,1
49035234070000,10317,10318,1
49035234070000,10323,10324,1
49035234070000,10330,10331,1
49035234070000,10360,10361,1
49035234070000,10364,10365,1
49035234070000,10382,10383,1
49035234070000,10492,10493,1
49035234070000,10504,10505,1
49035234070000,10512,10513,1
49035234070000,10538,10539,1
49035234070000,10553,10554,1
49035234070000,10565,10566,1
49035234070000,9860,9861,1
49035234070000,9872,9873,1
49035234070000,9880,9881,1
49035234070000,9904,9905,1
49035234070000,9941,9942,1
49035234070000,9992,9993,1
49035234070000,10002,10003,1
49035234070000,10006,10007,1
49035234070000,10013,10014,1
49035234070000,10017,10018,1
49035234070000,10102,10103,1
49035234070000,9141,9142,1
49035234070000,9198,9199,1
49035234070000,9201,9202,1
49035234070000,9260,9261,1
49035234070000,9266,9267,1
49035234070000,9327,9328,1
49035234070000,9362,9363,1
49035234070000,9478,9479,1
49035234070000,9493,9494,1
49035234070000,9516,9517,1
49035234070000,9544,9545,1
49035234070000,9594,9595,1
49035234420000,13760,13761,1
49035234420000,13780,13781,1
49035234420000,13796,13797,1
49035234420000,13826,13827,1
49035234420000,13918,13919,1
49035234420000,13926,13927,1
49035234420000,13941,13942,1
49035234420000,9794,9794,1
49035234420000,9976,9976,1
49035234420000,10008,10008,1
49035234420000,10066,10066,1
49035234420000,10136,10136,1
49035234420000,10164,10164,1
49035234420000,10188,10188,1
49035234420000,10232,10232,1
49035234420000,10305,10305,1
49035234420000,10350,10350,1
49035234420000,10360,10360,1
49035234420000,10381,10381,1
49035234420000,10417,10417,1
49035234420000,10447,10447,1
49035234420000,10486,10486,1
49035234420000,10572,10572,1
49035234420000,10595,10595,1
49035234420000,10759,10759,1
49035234420000,10819,10819,1
49035234420000,10827,10827,1
49035234420000,10878,10878,1
49035234420000,10957,10957,1
49035234420000,11040,11040,1
49035234420000,11104,11104,1
49035234420000,11172,11172,1
49035234420000,11190,11190,1
49035234420000,11238,11238,1
49035234420000,11252,11252,1
49035234420000,11311,11311,1
49035234420000,11323,11323,1
49035234420000,11354,11354,1
49035234420000,11368,11368,1
49035234420000,11407,11407,1
49035234420000,11426,11426,1
49035234420000,11458,11458,1
49035234420000,11476,11476,1
49035234420000,11552,11552,1
49035234420000,11568,11568,1
49035234420000,11596,11596,1
49035234420000,11674,11674,1
49035234420000,11703,11703,1
49035234420000,11748,11748,1
49035234420000,11775,11775,1
49035234420000,11786,11786,1
49035234420000,11894,11894,1
49035234420000,11930,11930,1
49035234420000,11970,11970,1
49035234420000,12001,12001,1
49035234420000,12028,12028,1
49035234420000,12074,12074,1
49035234420000,12131,12131,1
49035234420000,12302,12302,1
49035234420000,12308,12308,1
49035234420000,12315,12315,1
49035234420000,12335,12335,1
49035234420000,12371,12371,1
49035234420000,12381,12381,1
49035234420000,12507,12507,1
49035234420000,12569,12569,1
49035234420000,12642,12642,1
49035234420000,12693,12693,1
49035234420000,12697,12697,1
49035234420000,12792,12792,1
49035234420000,12825,12825,1
49035234420000,12847,12847,1
49035234420000,12894,12894,1
49035234420000,12982,12982,1
49035234420000,13161,13161,1
49035234420000,13180,13180,1
49035234420000,13185,13185,1
49035234420000,13224,13224,1
49035234420000,13231,13231,1
49035234420000,13366,13366,1
49035234420000,13370,13370,1
49035234420000,13760,13760,1
49035234420000,13780,13780,1
49035234420000,13796,13796,1
49035234420000,13826,13826,1
49035234420000,13918,13918,1
49035234420000,13926,13926,1
49035234420000,13941,13941,1
49035234420000,13161,13162,1
49035234420000,13180,13181,1
49035234420000,13185,13186,1
49035234420000,13224,13225,1
49035234420000,13231,13232,1
49035234420000,13366,13367,1
49035234420000,13370,13371,1
49035234420000,12792,12793,1
49035234420000,12825,12826,1
49035234420000,12847,12848,1
49035234420000,12894,12895,1
49035234420000,12982,12983,1
49035234420000,12507,12508,1
49035234420000,12569,12570,1
49035234420000,12642,12643,1
49035234420000,12693,12694,1
49035234420000,12697,12698,1
49035234420000,12302,12303,1
49035234420000,12308,12309,1
49035234420000,12315,12316,1
49035234420000,12335,12336,1
49035234420000,12371,12372,1
49035234420000,12381,12382,1
49035234420000,11894,11895,1
49035234420000,11930,11931,1
49035234420000,11970,11971,1
49035234420000,12001,12002,1
49035234420000,12028,12029,1
49035234420000,12074,12075,1
49035234420000,12131,12132,1
49035234420000,11552,11553,1
49035234420000,11568,11569,1
49035234420000,11596,11597,1
49035234420000,11674,11675,1
49035234420000,11703,11704,1
49035234420000,11748,11749,1
49035234420000,11775,11776,1
49035234420000,11786,11787,1
49035234420000,11311,11312,1
49035234420000,11323,11324,1
49035234420000,11354,11355,1
49035234420000,11368,11369,1
49035234420000,11407,11408,1
49035234420000,11426,11427,1
49035234420000,11458,11459,1
49035234420000,11476,11477,1
49035234420000,10957,10958,1
49035234420000,11040,11041,1
49035234420000,11104,11105,1
49035234420000,11172,11173,1
49035234420000,11190,11191,1
49035234420000,11238,11239,1
49035234420000,11252,11253,1
49035234420000,10572,10573,1
49035234420000,10595,10596,1
49035234420000,10759,10760,1
49035234420000,10819,10820,1
49035234420000,10827,10828,1
49035234420000,10878,10879,1
49035234420000,10305,10306,1
49035234420000,10350,10351,1
49035234420000,10360,10361,1
49035234420000,10381,10382,1
49035234420000,10417,10418,1
49035234420000,10447,10448,1
49035234420000,10486,10487,1
49035234420000,9975,9976,1
49035234420000,10008,10009,1
49035234420000,10066,10067,1
49035234420000,10136,10137,1
49035234420000,10164,10165,1
49035234420000,10188,10189,1
49035234420000,10232,10233,1
49035234420000,9525,9526,1
49035234420000,9558,9559,1
49035234420000,9578,9579,1
49035234420000,9630,9631,1
49035234420000,9728,9729,1
49035234420000,9755,9756,1
49035234420000,9775,9776,1
49035234420000,9794,9795,1
49035235640000,14222,14222,1
49035235640000,14234,14234,1
49035235640000,14237,14237,1
49035235640000,14360,14360,1
49035235640000,14438,14438,1
49035235640000,14464,14464,1
49035235640000,13730,13730,1
49035235640000,13734,13734,1
49035235640000,13852,13852,1
49035235640000,14047,14047,1
49035235640000,14056,14056,1
49035235640000,14062,14062,1
49035235640000,12999,12999,1
49035235640000,13046,13046,1
49035235640000,13081,13081,1
49035235640000,13094,13094,1
49035235640000,13133,13133,1
49035235640000,13141,13141,1
49035235640000,13281,13281,1
49035235640000,13302,13302,1
49035235640000,12570,12570,1
49035235640000,12586,12586,1
49035235640000,12631,12631,1
49035235640000,12819,12819,1
49035235640000,12837,12837,1
49035235640000,12863,12863,1
49035235640000,12921,12921,1
49035235640000,12149,12149,1
49035235640000,12297,12297,1
49035235640000,12321,12321,1
49035235640000,12343,12343,1
49035235640000,12459,12459,1
49035235640000,12478,12478,1
49035235640000,12497,12497,1
49035235640000,11736,11736,1
49035235640000,11752,11752,1
49035235640000,11886,11886,1
49035235640000,11898,11898,1
49035235640000,11947,11947,1
49035235640000,11966,11966,1
49035235640000,12002,12002,1
49035235640000,12017,12017,1
49035235640000,11422,11422,1
49035235640000,11430,11430,1
49035235640000,11434,11434,1
49035235640000,11508,11508,1
49035235640000,11516,11516,1
49035235640000,11531,11531,1
49035235640000,11536,11536,1
49035235640000,11634,11634,1
49035235640000,11637,11637,1
49035235640000,11644,11644,1
49035235640000,11138,11138,1
49035235640000,11144,11144,1
49035235640000,11154,11154,1
49035235640000,11166,11166,1
49035235640000,11182,11182,1
49035235640000,11211,11211,1
49035235640000,11217,11217,1
49035235640000,11253,11253,1
49035235640000,11258,11258,1
49035235640000,11266,11266,1
49035235640000,11274,11274,1
49035235640000,11284,11284,1
49035235640000,10606,10606,1
49035235640000,10613,10613,1
49035235640000,10673,10673,1
49035235640000,10678,10678,1
49035235640000,10815,10815,1
49035235640000,10842,10842,1
49035235640000,10848,10848,1
49035235640000,10884,10884,1
49035235640000,10895,10895,1
49035235640000,10986,10986,1
49035235640000,10991,10991,1
49035235640000,11000,11000,1
49035235640000,10080,10080,1
49035235640000,10094,10094,1
49035235640000,10102,10102,1
49035235640000,10106,10106,1
49035235640000,10121,10121,1
49035235640000,10264,10264,1
49035235640000,10275,10275,1
49035235640000,10313,10313,1
49035235640000,10321,10321,1
49035235640000,10338,10338,1
49035235640000,10440,10440,1
49035235640000,10503,10503,1
49035235640000,9462,9462,1
49035235640000,9465,9465,1
49035235640000,9557,9557,1
49035235640000,9565,9565,1
49035235640000,9599,9599,1
49035235640000,9604,9604,1
49035235640000,9612,9612,1
49035235640000,9781,9781,1
49035235640000,9798,9798,1
49035235640000,9806,9806,1
49035235710000,13181,13182,1
49035235710000,13185,13186,1
49035235710000,13251,13252,1
49035235710000,13255,13256,1
49035235710000,13258,13259,1
49035235710000,9286,9286,1
49035235710000,9327,9327,1
49035235710000,9455,9455,1
49035235710000,9470,9470,1
49035235710000,9481,9481,1
49035235710000,9529,9529,1
49035235710000,9541,9541,1
49035235710000,9651,9651,1
49035235710000,9675,9675,1
49035235710000,9677,9677,1
49035235710000,9794,9794,1
49035235710000,9814,9814,1
49035235710000,9876,9876,1
49035235710000,9916,9916,1
49035235710000,9970,9970,1
49035235710000,9976,9976,1
49035235710000,9990,9990,1
49035235710000,10076,10076,1
49035235710000,10174,10174,1
49035235710000,10284,10284,1
49035235710000,10372,10372,1
49035235710000,10393,10393,1
49035235710000,10411,10411,1
49035235710000,10482,10482,1
49035235710000,10497,10497,1
49035235710000,10509,10509,1
49035235710000,10530,10530,1
49035235710000,10568,10568,1
49035235710000,10611,10611,1
49035235710000,10628,10628,1
49035235710000,10681,10681,1
49035235710000,10688,10688,1
49035235710000,10732,10732,1
49035235710000,10750,10750,1
49035235710000,10763,10763,1
49035235710000,10932,10932,1
49035235710000,10936,10936,1
49035235710000,10971,10971,1
49035235710000,10991,10991,1
49035235710000,11008,11008,1
49035235710000,11022,11022,1
49035235710000,11100,11100,1
49035235710000,11105,11105,1
49035235710000,11147,11147,1
49035235710000,11213,11213,1
49035235710000,11232,11232,1
49035235710000,11308,11308,1
49035235710000,11316,11316,1
49035235710000,11324,11324,1
49035235710000,11364,11364,1
49035235710000,11377,11377,1
49035235710000,11444,11444,1
49035235710000,11464,11464,1
49035235710000,11485,11485,1
49035235710000,11539,11539,1
49035235710000,11562,11562,1
49035235710000,11600,11600,1
49035235710000,11736,11736,1
49035235710000,11748,11748,1
49035235710000,11766,11766,1
49035235710000,11950,11950,1
49035235710000,11986,11986,1
49035235710000,12010,12010,1
49035235710000,12030,12030,1
49035235710000,12047,12047,1
49035235710000,12088,12088,1
49035235710000,12098,12098,1
49035235710000,12112,12112,1
49035235710000,12180,12180,1
49035235710000,12193,12193,1
49035235710000,12203,12203,1
49035235710000,12224,12224,1
49035235710000,12237,12237,1
49035235710000,12257,12257,1
49035235710000,12266,12266,1
49035235710000,12454,12454,1
49035235710000,12462,12462,1
49035235710000,12466,12466,1
49035235710000,12506,12506,1
49035235710000,12509,12509,1
49035235710000,12512,12512,1
49035235710000,12622,12622,1
49035235710000,12698,12698,1
49035235710000,12704,12704,1
49035235710000,12720,12720,1
49035235710000,12729,12729,1
49035235710000,12739,12739,1
49035235710000,12796,12796,1
49035235710000,13181,13181,1
49035235710000,13185,13185,1
49035235710000,13251,13251,1
49035235710000,13255,13255,1
49035235710000,13258,13258,1
49035235710000,12622,12623,1
49035235710000,12698,12699,1
49035235710000,12704,12705,1
49035235710000,12720,12721,1
49035235710000,12729,12730,1
49035235710000,12739,12740,1
49035235710000,12796,12797,1
49035235710000,12454,12455,1
49035235710000,12462,12463,1
49035235710000,12466,12467,1
49035235710000,12506,12507,1
49035235710000,12509,12510,1
49035235710000,12512,12513,1
49035235710000,12180,12181,1
49035235710000,12193,12194,1
49035235710000,12203,12204,1
49035235710000,12224,12225,1
49035235710000,12237,12238,1
49035235710000,12257,12258,1
49035235710000,12266,12267,1
49035235710000,11950,11951,1
49035235710000,11986,11987,1
49035235710000,12010,12011,1
49035235710000,12030,12031,1
49035235710000,12047,12048,1
49035235710000,12088,12089,1
49035235710000,12098,12099,1
49035235710000,12112,12113,1
49035235710000,11539,11540,1
49035235710000,11562,11563,1
49035235710000,11600,11601,1
49035235710000,11736,11737,1
49035235710000,11748,11749,1
49035235710000,11766,11767,1
49035235710000,11308,11309,1
49035235710000,11316,11317,1
49035235710000,11324,11325,1
49035235710000,11364,11365,1
49035235710000,11377,11378,1
49035235710000,11444,11445,1
49035235710000,11464,11465,1
49035235710000,11485,11486,1
49035235710000,11100,11101,1
49035235710000,11105,11106,1
49035235710000,11147,11148,1
49035235710000,11213,11214,1
49035235710000,11232,11233,1
49035235710000,10932,10933,1
49035235710000,10936,10937,1
49035235710000,10971,10972,1
49035235710000,10991,10992,1
49035235710000,11008,11009,1
49035235710000,11022,11023,1
49035235710000,10661,10662,1
49035235710000,10688,10689,1
49035235710000,10732,10733,1
49035235710000,10750,10751,1
49035235710000,10763,10764,1
49035235710000,10482,10483,1
49035235710000,10497,10498,1
49035235710000,10509,10510,1
49035235710000,10530,10531,1
49035235710000,10568,10569,1
49035235710000,10611,10612,1
49035235710000,10628,10629,1
49035235710000,10076,10077,1
49035235710000,10174,10175,1
49035235710000,10284,10285,1
49035235710000,10372,10373,1
49035235710000,10393,10394,1
49035235710000,10411,10412,1
49035235710000,9794,9795,1
49035235710000,9814,9815,1
49035235710000,9876,9877,1
49035235710000,9916,9917,1
49035235710000,9970,9971,1
49035235710000,9976,9977,1
49035235710000,9990,9991,1
49035235710000,9455,9456,1
49035235710000,9470,9471,1
49035235710000,9481,9482,1
49035235710000,9529,9530,1
49035235710000,9541,9542,1
49035235710000,9651,9652,1
49035235710000,9675,9676,1
49035235710000,9677,9678,1
49035235710000,8962,8963,1
49035235710000,9040,9041,1
49035235710000,9141,9142,1
49035235710000,9176,9177,1
49035235710000,9246,9247,1
49035235710000,9286,9287,1
49035235710000,9327,9328,1
49035237210000,13588,13588,1
49035237210000,13613,13613,1
49035237210000,13632,13632,1
49035237210000,13637,13637,1
49035237210000,13704,13704,1
49035237210000,13708,13708,1
49035237210000,13713,13713,1
49035237210000,8822,8822,1
49035237210000,8878,8878,1
49035237210000,8900,8900,1
49035237210000,8925,8925,1
49035237210000,8932,8932,1
49035237210000,9010,9010,1
49035237210000,9400,9400,1
49035237210000,9478,9478,1
49035237210000,9487,9487,1
49035237210000,9494,9494,1
49035237210000,9722,9722,1
49035237210000,9736,9736,1
49035237210000,9870,9870,1
49035237210000,9898,9898,1
49035237210000,9922,9922,1
49035237210000,9934,9934,1
49035237210000,10360,10360,1
49035237210000,10374,10374,1
49035237210000,10382,10382,1
49035237210000,10388,10388,1
49035237210000,10395,10395,1
49035237210000,10533,10533,1
49035237210000,10551,10551,1
49035237210000,10558,10558,1
49035237210000,10686,10686,1
49035237210000,10696,10696,1
49035237210000,10790,10790,1
49035237210000,10830,10830,1
49035237210000,10888,10888,1
49035237210000,10954,10954,1
49035237210000,11082,11082,1
49035237210000,11095,11095,1
49035237210000,11106,11106,1
49035237210000,11112,11112,1
49035237210000,11224,11224,1
49035237210000,11339,11339,1
49035237210000,11358,11358,1
49035237210000,11375,11375,1
49035237210000,11467,11467,1
49035237210000,11550,11550,1
49035237210000,11577,11577,1
49035237210000,11594,11594,1
49035237210000,11658,11658,1
49035237210000,11678,11678,1
49035237210000,11769,11769,1
49035237210000,11778,11778,1
49035237210000,11805,11805,1
49035237210000,11813,11813,1
49035237210000,12044,12044,1
49035237210000,12050,12050,1
49035237210000,12056,12056,1
49035237210000,12062,12062,1
49035237210000,12067,12067,1
49035237210000,12123,12123,1
49035237210000,12143,12143,1
49035237210000,12223,12223,1
49035237210000,12230,12230,1
49035237210000,12258,12258,1
49035237210000,12316,12316,1
49035237210000,12333,12333,1
49035237210000,12341,12341,1
49035237210000,12351,12351,1
49035237210000,12401,12401,1
49035237210000,12506,12506,1
49035237210000,12517,12517,1
49035237210000,12576,12576,1
49035237210000,12582,12582,1
49035237210000,12626,12626,1
49035237210000,12642,12642,1
49035237210000,12649,12649,1
49035237210000,12672,12672,1
49035237210000,13017,13017,1
49035237210000,13325,13325,1
49035237210000,13338,13338,1
49035237210000,13343,13343,1
49035237210000,13354,13354,1
49035237210000,13442,13442,1
49035237210000,13488,13488,1
49035237210000,13588,13588,1
49035237210000,13613,13613,1
49035237210000,13632,13632,1
49035237210000,13637,13637,1
49035237210000,13704,13704,1
49035237210000,13708,13708,1
49035237210000,13713,13713,1
49035237210000,13017,13017,1
49035237210000,13325,13325,1
49035237210000,13336,13336,1
49035237210000,13343,13343,1
49035237210000,13354,13354,1
49035237210000,13442,13442,1
49035237210000,13448,13448,1
49035237210000,12506,12506,1
49035237210000,12517,12517,1
49035237210000,12576,12576,1
49035237210000,12582,12582,1
49035237210000,12626,12626,1
49035237210000,12642,12642,1
49035237210000,12649,12649,1
49035237210000,12672,12672,1
49035237210000,12223,12223,1
49035237210000,12230,12230,1
49035237210000,12258,12258,1
49035237210000,12316,12316,1
49035237210000,12333,12333,1
49035237210000,12341,12341,1
49035237210000,12351,12351,1
49035237210000,12401,12401,1
49035237210000,12044,12044,1
49035237210000,12050,12050,1
49035237210000,12056,12056,1
49035237210000,12062,12062,1
49035237210000,12067,12067,1
49035237210000,12123,12123,1
49035237210000,12143,12143,1
49035237210000,11467,11467,1
49035237210000,11550,11550,1
49035237210000,11577,11577,1
49035237210000,11594,11594,1
49035237210000,11658,11658,1
49035237210000,11678,11678,1
49035237210000,11769,11769,1
49035237210000,11778,11778,1
49035237210000,11805,11805,1
49035237210000,11813,11813,1
49035237210000,11082,11082,1
49035237210000,11095,11095,1
49035237210000,11106,11106,1
49035237210000,11112,11112,1
49035237210000,11224,11224,1
49035237210000,11339,11339,1
49035237210000,11358,11358,1
49035237210000,11375,11375,1
49035237210000,10686,10686,1
49035237210000,10696,10696,1
49035237210000,10790,10790,1
49035237210000,10830,10830,1
49035237210000,10854,10854,1
49035237210000,10888,10888,1
49035237210000,10360,10360,1
49035237210000,10374,10374,1
49035237210000,10382,10382,1
49035237210000,10388,10388,1
49035237210000,10395,10395,1
49035237210000,10533,10533,1
49035237210000,10551,10551,1
49035237210000,10558,10558,1
49035237210000,9870,9870,1
49035237210000,9898,9898,1
49035237210000,9922,9922,1
49035237210000,9934,9934,1
49035237210000,9400,9400,1
49035237210000,9478,9478,1
49035237210000,9487,9487,1
49035237210000,9494,9494,1
49035237210000,9722,9722,1
49035237210000,9736,9736,1
49035237210000,8682,8682,1
49035237210000,8688,8688,1
49035237210000,8766,8766,1
49035237210000,8822,8822,1
49035237210000,8878,8878,1
49035237210000,8900,8900,1
49035237210000,8925,8925,1
49035237210000,8932,8932,1
49035237210000,9010,9010,1
49035237210000,8302,8307,1
49035237210000,8315,8320,1
49035237210000,8332,8337,1
49035237210000,8247,8352,1
49035248970000,13988,13988,1
49035248970000,13992,13992,1
49035248970000,14021,14021,1
49035248970000,14027,14027,1
49035248970000,14041,14041,1
49035248970000,14046,14046,1
49035248970000,14078,14078,1
49035248970000,14083,14083,1
49035248970000,14094,14094,1
49035248970000,14096,14096,1
49035248970000,14100,14100,1
49035248970000,14110,14110,1
49035248970000,8500,8500,1
49035248970000,8508,8508,1
49035248970000,8520,8520,1
49035248970000,8548,8548,1
49035248970000,8696,8696,1
